RANDOM_ID,GENDER,IN_STATE,UNMET_NEED_PERCENT,PELL,MAJOR,MAJOR_DESC,SCIENCE_CLASSES,LAB_CLASSES,RESIDENCE_HALL,ETHNICITY,CREDITS_EARNED,GPA_CREDITS,GPA
"9,656,546",F,Y,71,,NURS,Nursing,9,14,,Asian,144,105,3.41
"9,657,800",F,Y,97,Y,PSYC,Psychology,0,0,Fromm,Hispanic or Latino,17,17,4
"9,662,516",F,Y,78,,CS,Computer Science,4,4,Hayes Healy,Asian,132,132,3.76
"9,670,045",F,Y,98,Y,PSYC,Psychology,0,0,Gillson,Hispanic or Latino,32,52,1.77
"9,676,484",M,Y,65,,BACT,Accounting,5,1,Hayes Healy,Hispanic or Latino,129,129,3.00
"9,680,091",F,N,87,,ENGL,English,23,9,Gillson,White,138,106,3.95
"9,680,925",F,Y,0,,PSYC,Psychology,3,2,Hayes Healy,White,139,139,3.34
"9,682,562",F,Y,82,Y,BIOL,Biology,27,5,,Hispanic or Latino,138,134,3.40
"9,684,957",M,Y,0,,POLS,Politics,3,5,Phelan,White,128,128,3.11
"9,691,591",M,Y,7,,NURS,Nursing,2,1,Gillson,Hispanic or Latino,54,14,3.54
"9,706,848",F,N,0,,ECON,Economics,6,2,,International,128,132,3.10
"9,710,646",F,N,98,Y,DSGN,Design,3,3,Hayes Healy,Hispanic or Latino,129,129,3.20
"9,717,439",F,N,100,Y,PSYC,Psychology,1,0,Hayes Healy,African American,59,59,3.09
"9,735,970",F,Y,87,,COMS,Communication Studies,1,0,Phelan,Multi Race,62,66,3.28
"9,742,041",F,N,100,Y,ARCD,Architecture & Community Design,0,1,Hayes Healy,Hispanic or Latino,12,13,2.86
"9,742,265",F,Y,0,,ESS,Exercise and Sport Science,20,3,Phelan,White,128,117,3.57
"9,760,215",F,Y,0,,UNSC,Undeclared Sciences,33,13,Gillson,Asian,128,128,3.15
"9,761,564",M,Y,0,,ECON,Economics,3,0,Gillson,International,36,36,4
"9,766,401",M,Y,0,,ENVA,Environmental Studies,6,3,Gillson,International,118,114,2.29
"9,774,854",F,Y,100,Y,BIOL,Biology,0,0,Gillson,White,28,28,3.07
"9,775,621",F,N,0,,UNBN,Undeclared Business,4,3,Gillson,International,128,128,3.68
"9,787,926",F,Y,94,Y,BIOL,Biology,29,7,Gillson,African American,138,118,2.93
"9,790,859",F,Y,79,,DSGN,Design,8,3,Gillson,Hispanic or Latino,128,124,3.42
"9,799,174",F,Y,100,Y,BIOL,Biology,18,10,Gillson,Hispanic or Latino,136,120,2.94
"9,800,304",F,Y,0,,COMS,Communication Studies,6,1,Gillson,White,128,126,3.63
"9,801,787",F,N,0,,PASJ,Perf. Arts & Soc. Justice,6,2,Gillson,Hispanic or Latino,172,142,3.74
"9,812,291",F,N,0,,NURS,Nursing,7,14,Hayes Healy,White,115,103,3.28
"9,813,529",F,Y,0,,BADM,Business Administration,3,1,Hayes Healy,White,113,113,3.03
"9,823,885",M,N,64,,DSGN,Design,0,1,Gillson,White,24,16,3.78
"9,825,376",F,Y,99,Y,COMS,Communication Studies,3,2,Hayes Healy,Multi Race,57,86,1.51
"9,834,205",M,Y,92,Y,UNBN,Undeclared Business,4,1,Gillson,Hispanic or Latino,132,116,3.29
"9,842,491",F,Y,91,,COMS,Communication Studies,3,1,Phelan,African American,131,131,3.41
"9,843,863",M,N,100,Y,BADM,Business Administration,1,0,Hayes Healy,African American,67,67,1.41
"9,849,096",M,Y,99,Y,ENGL,English,10,1,Gillson,Hispanic or Latino,128,108,3.12
"9,854,197",M,Y,0,,HM,Hospitality Management,1,0,Gillson,International,0,26,0
"9,860,088",F,Y,69,,BIOL,Biology,14,6,Fromm,Multi Race,134,129,3.37
"9,860,557",F,Y,64,,ECON,Economics,26,3,Fromm,Hispanic or Latino,131,134,2.60
"9,863,184",F,N,72,,ENGL,English,1,3,Phelan,White,160,100,3.92
"9,873,926",F,N,89,,UNLA,Undeclared Arts,2,11,Hayes Healy,African American,130,130,3.15
"9,888,492",F,Y,78,,BMKT,Marketing,9,1,Gillson,Asian,155,135,3.11
"9,892,148",F,N,15,,BNTL,International Business,11,4,Phelan,White,142,139,3.74
"9,915,989",M,N,0,,COMS,Communication Studies,2,0,Hayes Healy,White,12,32,0.50
"9,917,359",F,Y,64,,BIOL,Biology,8,4,Fromm,Asian,52,28,2.86
"9,923,755",M,Y,0,,BFIN,Finance,4,2,Gillson,International,137,129,3.21
"9,926,172",F,Y,98,Y,BAIS,International Studies,3,1,Phelan,White,36,36,3.76
"9,935,647",F,Y,81,,PSYC,Psychology,5,2,Gillson,White,128,128,3.34
"9,942,872",M,N,0,,BADM,Business Administration,5,1,Gillson,International,128,136,2.42
"9,950,761",F,N,50,,PSYC,Psychology,3,4,Hayes Healy,White,131,123,3.94
"9,956,183",F,N,74,,NURS,Nursing,6,3,Hayes Healy,Multi Race,34,34,2.82
"9,957,208",F,N,0,,BIOL,Biology,,,,White,20,0,0
"9,960,260",F,Y,53,,ADVT,Advertising,3,2,Gillson,White,128,125,3.72
"9,963,332",F,Y,74,,UNSC,Undeclared Sciences,10,7,Phelan,Multi Race,61,61,3.17
"9,963,967",F,Y,88,,PSYC,Psychology,8,4,Hayes Healy,Hispanic or Latino,128,128,3.51
"9,970,347",F,Y,0,,UNSC,Undeclared Sciences,6,1,Gillson,Asian,131,115,3.61
"9,975,398",F,Y,85,,BMKT,Marketing,4,1,Hayes Healy,Asian,129,129,3.34
